Article ID,Article Title,User Name,Resolve?,Include,Search Engine,Exclusion stage,Reason for exclusion,Details of reason for exclusion if other,Article Topic: notes,Year of publication,Country of Primary Author,Study Location Name,Study Country,Study Location Coordinates (Decimal Degrees),Study length (years),Starting year of data collection,Number of study species,Species family,Species Latin Name(s),Conservation status(es),Sample size (individuals),Sample size (colonies),Sample size (other),Research Focus,Research Focus if other or additional details,Source of seabird location information.,Source of seabird location information if other,Tracking accuracy (m),Temporal resolution of tracking data, Type of remote sensing,Type of remote sensing if other,Repository (website) source of remotely sensed data,Satellite Source/Space Agency,Satellite platform for remote sensing data,Satellite sensor used,Satellite Product/Environmental Variables,Derived metrics,Non-SRS environmental variables ,Temporal Resolution of SRS (days),Spatial resolution of SRS (mxm),Satellite imagery processing/analysis software,Was satellite data verified? How?,Details of how satellite data was verified if Other,Do/How do authors account for or discuss temporal variation in environment?,Analytical method for linking movement and environment,Do the authors make or discuss specific predicted changes in seabird ecology,Link to policy or conservation,Additional notes,User Note,Title,Journal,Authors
9893798,"Flexible foraging behaviour in a marine predator, the Masked booby (Sula dactylatra), according to foraging locations and environmental conditions",hannah.1.wood,,TRUE, Scopus,,,,,2015,Australia,Phillip Island (South-west Pacific),Australia,"-29.03, 167.57",2,2009,1,Sulidae,Sula dactylatra,,49,,,Foraging Location/Distribution,,Satellite tag/GPS tag,,5-10 m,2-5 min, Satellite,,http://coastwatch.pfeg.noaa.gov/erddap,NOAA,Aqua,MODIS,Monthly composites of daytime SST;;;Monthly composites of surface CHL concentration,CHL and SST averaged spatially for each 0.25 deg grid,"Batymetry (Global topography, ETOPO1)",30,0.05 deg,R, Not Included,,,"GLMM;;;We tested for significantdifferences in water depths between foraging areas (seeResultssec-tion) using a LMM with bathymetry as a response variable, foragingarea as afixed effect and grid cell ID as a random effect. To test for differ-ences in SST and CHL (response variables) between foraging areas (seeResultssection) and among seasons, we included an interaction be-tween the foraging areas and seasons in the model and used grid ID asa random effect.",,,,,"Flexible foraging behaviour in a marine predator, the Masked booby (Sula dactylatra), according to foraging locations and environmental conditions",Journal of Experimental Marine Biology and Ecology,"Sommerfeld, J.; Kato, A.; Ropert-Coudert, Y.; Garthe, S.; Wilcox, C.; Hindell, M.A."
9893799,"Feasibility of targeted fishing in mesoscale oceanic eddies: a study from commercial fishing grounds of Andaman and Nicobar Islands, India",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Feasibility of targeted fishing in mesoscale oceanic eddies: a study from commercial fishing grounds of Andaman and Nicobar Islands, India",International Journal of Remote Sensing,"Arur, A.; Krishnan, P.; Kiruba-Sankar, R.; Suryavanshi, A.; Lohith Kumar, K.; Kantharajan, G.; Choudhury, S.B.; Manjulatha, C.; Babu, D.E."
9893800,Marine predators and phytoplankton: How elephant seals use the recurrent Kerguelen plume,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Marine predators and phytoplankton: How elephant seals use the recurrent Kerguelen plume,Marine Ecology Progress Series,"O'Toole, M.; Guinet, C.; Lea, M.-A.; Hindell, M.A."
9893801,Quantifying coconut palm extent on Pacific islands using spectral and textural analysis of very high resolution imagery,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quantifying coconut palm extent on Pacific islands using spectral and textural analysis of very high resolution imagery,International Journal of Remote Sensing,"Burnett, M.W.; White, T.D.; McCauley, D.J.; De Leo, G.A.; Micheli, F."
9893802,Environmental constraints upon locomotion and predator-prey interactions in aquatic organisms: An introduction,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Environmental constraints upon locomotion and predator-prey interactions in aquatic organisms: An introduction,Philosophical Transactions of the Royal Society B: Biological Sciences,"Domenici, P.; Claireaux, G.; McKenzie, D.J."
9893803,Frequent locations of oceanic fronts as an indicator of pelagic diversity: Application to marine protected areas and renewables,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Frequent locations of oceanic fronts as an indicator of pelagic diversity: Application to marine protected areas and renewables,Marine Policy,"Miller, P.I.; Christodoulou, S."
9893804,Improving the quantification of waterfowl migration with remote sensing and bird tracking,hannah.1.wood,,FALSE, Scopus, Main Body, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Improving the quantification of waterfowl migration with remote sensing and bird tracking,Science Bulletin,"Si, Y.; Xin, Q.; Prins, H.H.T.; de Boer, W.F.; Gong, P."
9893805,Unmanned aerial vehicles for debris survey in coastal areas: Long-term monitoring programme to study spatial and temporal accumulation of the dynamics of beached marine litter,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Unmanned aerial vehicles for debris survey in coastal areas: Long-term monitoring programme to study spatial and temporal accumulation of the dynamics of beached marine litter,Remote Sensing,"Merlino, S.; Paterni, M.; Berton, A.; Massetti, L."
9893806,"The influence of mesoscale eddies on a commercial fishery in the coastal waters of the Andaman and Nicobar Islands, India",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The influence of mesoscale eddies on a commercial fishery in the coastal waters of the Andaman and Nicobar Islands, India",International Journal of Remote Sensing,"Arur, A.; Krishnan, P.; George, G.; Goutham Bharathi, M.P.; Kaliyamoorthy, M.; Hareef Baba Shaeb, K.; Suryavanshi, A.S.; Kumar, T.S.; Joshi, A.K."
9893807,"Identifying foraging events in deep diving southern elephant seals, Mirounga leonina, using acceleration data loggers",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Identifying foraging events in deep diving southern elephant seals, Mirounga leonina, using acceleration data loggers",Deep-Sea Research Part II: Topical Studies in Oceanography,"Gallon, S.; Bailleul, F.; Charrassin, J.-B.; Guinet, C.; Bost, C.-A.; Handrich, Y.; Hindell, M."
9893808,Radar images in the prosecution of illegal oil discharges: Opportunities and a case study,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radar images in the prosecution of illegal oil discharges: Opportunities and a case study,Journal of Ocean Technology,"McHugh-Warren, S.L.; Simms, É.L."
9893809,Spatial ecology and conservation of seabirds facing global climate change: A review,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Review,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatial ecology and conservation of seabirds facing global climate change: A review,Marine Ecology Progress Series,"Grémillet, D.; Boulinier, T."
9893810,Spatial match-mismatch in the Benguela upwelling zone: Should we expect chlorophyll and sea-surface temperature to predict marine predator distributions?,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spatial match-mismatch in the Benguela upwelling zone: Should we expect chlorophyll and sea-surface temperature to predict marine predator distributions?,Journal of Applied Ecology,"Grémillet, D.; Lewis, S.; Drapeau, L.; Van Der Lingen, C.D.; Huggett, J.A.; Coetzee, J.C.; Verheye, H.M.; Daunt, F.; Wanless, S.; Ryan, P.G."
9893811,"Mapping seabird nesting habitats in Franz Josef Land, Russian High Arctic, using digital Landsat Thematic Mapper imagery",hannah.1.wood,,TRUE, Scopus,,,,,1998,UK,Franz Josef Land,Russia,"88, 55",1,1986 satellite data;;;1898 seabird data,10,,Fulmarus glacialis;;;Somateria mollissima;;;Stercorarius pomarinus;;;Larus hyperboreus;;;Rissa  tridactyla;;;Pagophila eburnea;;;Uria lomvia;;;Cepphus grylle;;;Alle alle,,,101,, Breeding Location/Distribution,, Other,previous papers/literature review,,, Satellite,,,,Landsat  5,Thematic Mapper (TM),imagery,location of seabird breeding colonies;;;ornithogenic alteration of vegetation or topographic and geological characteristics  are  likely  to  provide  suitable  nesting  sites for  seabird  colonies,,,30x30,ERDAS Imagine 8.2 image processing software, In situ measurements,historic field data sets of locations used to identify the spectral signatures of nest locations,,"A maximum  likelihood  classification  (Scho- wengerdt 1983) was applied to the  image  mosaic using the  hybrid  spectral  classes.  This  assigned each pixel in the image to a specific spectral class. if  it matched  one of the  class definitions, or left it unclassified if it  did  not",,or assessment of potential oil spill impacts on bird populations it is important to be able  to   predict   the  location of seabird aggregations . planning  ecological  protection  zones  in  remote arctic regions  where  accessibility is restricted,,,"Mapping seabird nesting habitats in Franz Josef Land, Russian High Arctic, using digital Landsat Thematic Mapper imagery",Polar Research,"Williams, M.; Dowdeswell, J.A."
9893812,Initial application of bio-logging techniques on captive Milky Stork (Mycteria cinerea) in Malaysia,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Initial application of bio-logging techniques on captive Milky Stork (Mycteria cinerea) in Malaysia,Tropical Ecology,"Ismail, A.; Rahman, F.; Miyazaki, N.; Naito, Y."
9893813,Finding fossils in new ways: An artificial neural network approach to predicting the location of productive fossil localities,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Finding fossils in new ways: An artificial neural network approach to predicting the location of productive fossil localities,Evol. Anthropol.,"Anemone, Robert; Emerson, Charles; Conroy, Glenn"
9893814,Image analysis of color aerial photography to estimate penguin population size,hannah.1.wood,,TRUE, Scopus,,,,,2004,UK,"Bird  Island,  SouthGeorgia",Antarctica,"-54, -38.017",1,2000,1,,Eudyptes chrysolophus,,,3,, Abundance/Population Estimates,breeding population size, Aerial survey,,,<1 day,Aircraft (manned),,,,Royal Navy Westland Lynx Mark 3 helicopter,Zeiss RMK aerial survey camera fitted with a 152-mm  lens,"digital  images  with  3  color  bands(red, green  and  blue)  in  tagged-image-file  format(TIFF). KodakAerochrome 2448 (240-mm frame size) color rever-sal  film",no. of nesting females,,1,,"TIFF  image  using  the  ImageProcessing Toolbox of the Matlab (version 6.0.0.88release  12)  software  package  (MathWorks  Inc.,Natick,  Mass.)", In situ measurements,ground counts,The   ground   counts   from   the   quadrats   atGoldcrest Point (Figure 6) indicated there was con-siderable  temporal  variability  in  number  of  pairsrecorded.   The  long-term  monitoring  countof nests with eggs at Goldcrest Point has been stan-dardized in relation to mean arrival date.  The dateof  count  has  therefore  always  occurred  within  anarrow date range.  Counts from these monitoringtransects have been used to provide an annual esti-mate   for   total   number   of   breeding   pairs   atGoldcrest Point.,Regression analysis between manual image counts and image-analysis counts,,A commer-cial  fishery  for  Antarctic  krill  at  South  Georgia  ismanaged by the Commission for the Conservationof  Antarctic  Marine  Living  Resources  using  anecosystem  framework  that  accounts  for  resourcerequirements  of  predators  such  as  penguins  andseals.   Reliable  estimates  of  predator  populationsand  their  prey  consumption  are  required  for  man-agement of the fishery.  Results from this study sug-gest  that  aerial  photographic  surveys  combinedwith  image-analysis  techniques  would  provide  areliable method for obtaining a population estimate for management purposes,,,Image analysis of color aerial photography to estimate penguin population size,Wildlife Society Bulletin,"Trathan, P.N."
9893815,"The distribution and habitat preference of coastally occurring Minke whales (Balaenoptera acutorostrata) in the outer southern Moray firth, Northeast Scotland",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The distribution and habitat preference of coastally occurring Minke whales (Balaenoptera acutorostrata) in the outer southern Moray firth, Northeast Scotland",Journal of Coastal Conservation,"Robinson, K.P.; Tetley, M.J.; Mitchelson-Jacob, E.G."
9893816,Application of UAV BVLOS remote sensing data for multi-faceted analysis of Antarctic ecosystem,hannah.1.wood,,FALSE, Scopus, Main Body, Not about use of satellite remote sensing for studying seabird ecology,,Oil spill and washing up of carcasses. Interesting for discussion.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Application of UAV BVLOS remote sensing data for multi-faceted analysis of Antarctic ecosystem,Remote Sensing of Environment,"Zmarz, A.; Rodzewicz, M.; Dąbski, M.; Karsznia, I.; Korczak-Abshire, M.; Chwedorzewska, K.J."
9893817,"The seasonal evolution of shelf water masses around Bouvetøya, a sub-Antarctic island in the mid-Atlantic sector of the Southern Ocean, determined from an instrumented southern elephant seal",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"The seasonal evolution of shelf water masses around Bouvetøya, a sub-Antarctic island in the mid-Atlantic sector of the Southern Ocean, determined from an instrumented southern elephant seal",Polar Research,"Lowther, A.D.; Lydersen, C.; Kovacs, K.M."
9893818,Using the unique spectral signature of guano to identify unknown seabird colonies,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Duplicate with WOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Using the unique spectral signature of guano to identify unknown seabird colonies,Remote Sensing of Environment,"Fretwell, P.T.; Phillips, R.A.; Brooke, M.D.L.; Fleming, A.H.; McArthur, A."
9893819,Leave or stay? Video-logger revealed foraging efficiency of humpback whales under temporal change in prey density,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Leave or stay? Video-logger revealed foraging efficiency of humpback whales under temporal change in prey density,PLoS ONE,"Akiyama, Y.; Akamatsu, T.; Rasmussen, M.H.; Iversen, M.R.; Iwata, T.; Goto, Y.; Aoki, K.; Sato, K."
9893820,Sparse Representation-Based Full-Reference Quality Assessment of Distorted Satellite Stereo Images,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sparse Representation-Based Full-Reference Quality Assessment of Distorted Satellite Stereo Images,Guangxue Xuebao/Acta Optica Sinica,"Xiong, Y.; Shao, F.; Meng, X."
9893821,"Inter-colony movements, at-sea behaviour and foraging in an immature seabird: Results from GPS-PPT tracking, radio-tracking and stable isotope analysis",hannah.1.wood,,FALSE, Scopus, Main Body, Does not use satellite remote sensing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inter-colony movements, at-sea behaviour and foraging in an immature seabird: Results from GPS-PPT tracking, radio-tracking and stable isotope analysis",Marine Biology,"Votier, S.C.; Grecian, W.J.; Patrick, S.; Newton, J."
9893822,Improved Chlorophyll-a Algorithm for the Satellite Ocean Color Data in the Northern Bering Sea and Southern Chukchi Sea,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Improved Chlorophyll-a Algorithm for the Satellite Ocean Color Data in the Northern Bering Sea and Southern Chukchi Sea,Ocean Science Journal,"Lee, S.H.; Ryu, J.; Park, J.-W.; Lee, D.; Kwon, J.-I.; Zhao, J.; Son, S.H."
9893823,"Stone age exploitation of birds on the Island of Gotland, Baltic Sea: A taphonomic study of the avifauna on the Neolithic site of Ajvide",hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about use of satellite remote sensing for studying seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Stone age exploitation of birds on the Island of Gotland, Baltic Sea: A taphonomic study of the avifauna on the Neolithic site of Ajvide",International Journal of Osteoarchaeology,"Mannermaa, K.; Storå, J."
9893824,Recreational fish-finders-an inexpensive alternative to scientific echo-sounders for unravelling the links between marine top predators and their prey,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about seabird ecology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Recreational fish-finders-an inexpensive alternative to scientific echo-sounders for unravelling the links between marine top predators and their prey,PLoS ONE,"McInnes, A.M.; Khoosal, A.; Murrell, B.; Merkle, D.; Lacerda, M.; Nyengera, R.; Coetzee, J.C.; Edwards, L.C.; Ryan, P.G.; Rademan, J.; Van Der Westhuizen, J.J.; Pichegru, L."
9893825,What colour is penguin guano?,hannah.1.wood,,FALSE, Scopus,Title/Abstract, Not about use of satellite remote sensing for studying seabird ecology,Methods paper about the spectral frequency of guano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,What colour is penguin guano?,Antarctic Science,"Rees, W.G.; Brown, J.A.; Fretwell, P.T.; Trathan, P.N."
